variable,mean,median,sd,mad,2.5%,97.5%,rhat,ess_bulk,ess_tail,compound,lod,perc_present
bw_sd_log_level_2,0.27688132925,0.276678,0.03111072275747494,0.030073058399999995,0.21562002500000002,0.338778125,1.0001527981288263,5265.790233489859,9033.640021568204,X385.283_5.609394,25039,1
bw_sd_log_level_3,0.12691088258508496,0.0845602,0.1578309795568699,0.07354726407,0.004558717750000001,0.5245945999999971,0.9999574513762919,3891.7188617620086,5061.436044189324,X385.283_5.609394,25039,1
icc_log_level_2,0.7531610985776029,0.748297836653645,0.05929641957242473,0.049937268907884316,0.6501007708924827,0.9018747835103212,1.0000492994488572,4305.650744356424,5840.2962475104805,X198.075_0.8557893,12085,0.9832214765100671
icc_log_level_3,0.12302781493815675,0.05852806718124126,0.165374167482101,0.0721966390276463,2.89323804434421e-4,0.6438579595515382,1.0003776144349465,2691.7208108514674,4978.028365962022,X198.075_0.8557893,12085,0.9832214765100671
icc_log_minus_centre_nominator,0.6301332836394462,0.6652370050048391,0.12574965089123813,0.07919243749150733,0.25152638315341924,0.7722262100936752,1.0002745756012164,3080.9902829082826,5767.56120379761,X198.075_0.8557893,12085,0.9832214765100671
icc_log_minus_centre,0.7182291465840028,0.7212193320150986,0.04270763580464339,0.04255666773705979,0.6250399398270587,0.7929135437523664,1.0000877820510925,4247.006591714396,8670.627047791659,X198.075_0.8557893,12085,0.9832214765100671
wi_sd_log,0.3451563691,0.34392049999999996,0.021470890195375094,0.021169304099999998,0.3064348,0.3905052,1.0000154760802404,7452.22714973704,13159.687801499202,X198.075_0.8557893,12085,0.9832214765100671
bw_sd_log_level_2,0.5541928435,0.5529660000000001,0.04142140130718323,0.04099833780000014,0.47701047500000004,0.639862425,1.0001002429517416,5072.760739198575,8338.699510747756,X198.075_0.8557893,12085,0.9832214765100671
bw_sd_log_level_3,0.227416205973715,0.16247,0.2397190567176081,0.12582729831,0.011278935,0.8793501249999999,1.0004249510259178,2700.7920311345065,5022.0447224861355,X198.075_0.8557893,12085,0.9832214765100671
icc_log_level_2,0.5879541192410965,0.5816879445783937,0.08272040762448975,0.06828868884030598,0.4459992858229284,0.7960254253105614,1.0002138337275546,3951.523677022514,5160.548746484852,X315.2407_5.1871886,163786,1
icc_log_level_3,0.0814424045945522,0.028838068963575006,0.13693150487377798,0.038709468842239365,7.707332544908234e-5,0.5271558847264827,1.0000938803316048,3834.741607706392,5174.759714612105,X315.2407_5.1871886,163786,1
icc_log_minus_centre_nominator,0.5065117146465443,0.5210257832227987,0.09395413214321327,0.07375342902925006,0.2510539569809137,0.6439760257923647,1.0001670923135166,4811.307774906377,5761.559435242258,X315.2407_5.1871886,163786,1
icc_log_minus_centre,0.5513746857717977,0.554300841946765,0.05974232252547805,0.05925652643125861,0.42548006868152544,0.6607558414633289,1.0001700364625243,4474.303510803675,8359.63722220834,X315.2407_5.1871886,163786,1
wi_sd_log,0.4447868767,0.4432715,0.027153983779216472,0.027225725100000004,0.395982725,0.501582275,0.9999670392242989,7498.992512130097,10982.599284470269,X315.2407_5.1871886,163786,1
bw_sd_log_level_2,0.4948460289,0.4942785,0.04425371950340851,0.043695928500000016,0.41000755,0.5849329999999999,0.9999679660589237,5179.490743502331,9861.524889633369,X315.2407_5.1871886,163786,1
bw_sd_log_level_3,0.170426831809345,0.114412,0.206913292805491,0.10070983041,0.00585387075,0.7033077749999986,1.0000856835354148,3829.0794578358946,5068.096714271955,X315.2407_5.1871886,163786,1
icc_log_level_2,0.40070923525199864,0.3959952475264814,0.09483996648252396,0.08227243999294903,0.23307828103186143,0.6127981783280986,1.000216893434894,5636.107693308081,9109.236861929827,X313.2245_4.917515,113462,0.9899328859060402
icc_log_level_3,0.04766145164486006,0.012588726444476225,0.09864946044720549,0.0175123256788888,2.7094263023497993e-5,0.36007206443755047,1.0000705024965513,6705.373122336109,10056.118047383585,X313.2245_4.917515,113462,0.9899328859060402
icc_log_minus_centre_nominator,0.3530477836071386,0.35661877197206204,0.08006347290019615,0.07797860157071426,0.18135219352502827,0.497457700011679,1.000150905902602,6072.810009643751,9465.090243226261,X313.2245_4.917515,113462,0.9899328859060402
icc_log_minus_centre,0.3707392088033183,0.3726731783608921,0.0745001299890909,0.07475779976496587,0.2170931212897384,0.50957570419146625,1.0002651050350189,5475.06697123586,8803.563409147982,X313.2245_4.917515,113462,0.9899328859060402
wi_sd_log,0.4567734569,0.4553525,0.02817910694518465,0.027680883300000007,0.40539567499999996,0.5158023749999999,1.0003463556683814,8114.2541943598935,11462.9814679497,X313.2245_4.917515,113462,0.9899328859060402
bw_sd_log_level_2,0.3501731944,0.35041100000000003,0.044307430073767494,0.04312364489999998,0.2613704,0.4357808749999999,1.000127631999676,6186.599342839639,9649.18296276161,X313.2245_4.917515,113462,0.9899328859060402
bw_sd_log_level_3,0.100526204040336,0.065093,0.12622979549895025,0.061527232829999993,0.0029921612500000004,0.43022967499999915,1.0000677806509013,6714.455463609193,10163.5903832548,X313.2245_4.917515,113462,0.9899328859060402
icc_log_level_2,0.41713999880123975,0.41374348315687587,0.09362741521710868,0.08221929836247455,0.24685106594208728,0.6183968524324138,1.0001039532688063,4150.570566402618,6950.123028045018,X313.225_4.9180303,113462,0.9496644295302014
